36234832,'Prestonfield Ave',55.9336,-3.1666
36234834,'East Mayfield',55.9353,-3.16908
36234835,'Marchhall Place',55.9364,-3.17033
36234836,'Commonwealth Poo',55.9381,-3.17275
36234837,'Salisbury Road',55.9371,-3.17753
36234838,'Mayfield Terrace',55.9349,-3.17527
36234839,'Peel Terrace',55.9328,-3.17308
36234842,'Crawfurd Road',55.9309,-3.1711
36234843,'East Suffolk Roa',55.929,-3.1692
36234845,'Lady Road',55.9269,-3.16715
36234846,'Lady Road Rounda',55.9273,-3.16598
36234847,'Lygon Road',55.927,-3.16746
36234848,'Suffolk Road',55.9288,-3.16927
36234849,'East Savile Road',55.9307,-3.17125
36234852,'West Mayfield',55.9335,-3.17414
36234853,'Middleby Street',55.9347,-3.17529
36234854,'Duncan Street',55.9359,-3.17653
36234856,'Montague Street',55.9417,-3.18175
36234857,'St Patrick Squar',55.9433,-3.18332
36234858,'Parkhead Terrace',55.926,-3.27162
36234859,'St Josephs Prima',55.9248,-3.27663
36234862,'Sighthill',55.9235,-3.28282
36234863,'Sighthill Shops',55.9228,-3.28761
36234864,'Bankhead Roundab',55.9219,-3.2929
36234866,'Calder View',55.9208,-3.29829
36234867,'Calder View',55.9208,-3.29829
36234870,'Heriot Watt to B',55.909,-3.31985
36234871,'The Avenue',55.9105,-3.31715
36234873,'The Avenue',55.9105,-3.31715
36234874,'Heriot Watt Univ',55.9091,-3.31984
36234875,'The Avenue',55.9106,-3.317
36234890,'The Avenue',55.9106,-3.31698
36234893,'Burtons Biscuits',55.9215,-3.29632
36234894,'Sighthill Cresce',55.9193,-3.28903
36234895,'Calder Drive',55.9188,-3.29001
36234896,'Calder Drive',55.9186,-3.29042
36234897,'Calder Grove',55.9177,-3.29495
36234898,'Calder Grove',55.9182,-3.29845
36234923,'Calder Place',55.9198,-3.29084
36234925,'Cobbinshaw House',55.9203,-3.29663
36234926,'Calder Park',55.921,-3.29482
36234927,'Calder Crescent',55.9195,-3.29896
36234928,'Calder Gardens',55.92,-3.29005
36234929,'Westburn Gardens',55.9139,-3.29122
36234932,'Baberton Mains D',55.911,-3.2912
36234934,'Baberton Mains H',55.911,-3.29156
36234935,'Curriehill Stati',55.8968,-3.31261
36234936,'Currie Primary',55.8978,-3.31388
36234939,'Lanark Road West',55.8884,-3.33847
36234942,'Lanark Road End',55.8882,-3.33843
36234943,'Balerno High',55.8871,-3.33921
36234945,'Bavelaw Rd bridg',55.886,-3.34005
36234946,'Lovedale Road',55.884,-3.34273
36234947,'Crosswood Cresce',55.8787,-3.34918
